Year,Date,Hijri_Date,Day,Multan_DOC_Rate,Multan_Farm_Rate
2023,22-Sep-23,7 Rabi Al-Awwal 1445,Friday,96,332
2023,23-Sep-23,8 Rabi Al-Awwal 1445,Saturday,96,325
2023,24-Sep-23,9 Rabi Al-Awwal 1445,Sunday,96,325
2023,25-Sep-23,10 Rabi Al-Awwal 1445,Monday,96,325
2023,26-Sep-23,11 Rabi Al-Awwal 1445,Tuesday,96,326
2023,27-Sep-23,12 Rabi Al-Awwal 1445,Wednesday,98,326
2023,28-Sep-23,13 Rabi Al-Awwal 1445,Thursday,98,325
2023,29-Sep-23,14 Rabi Al-Awwal 1445,Friday,98,325
2023,30-Sep-23,15 Rabi Al-Awwal 1445,Saturday,98,325
2023,1-Oct-23,16 Rabi Al-Awwal 1445,Sunday,98,325
2023,2-Oct-23,17 Rabi Al-Awwal 1445,Monday,98,325
2023,3-Oct-23,18 Rabi Al-Awwal 1445,Tuesday,98,320
2023,4-Oct-23,19 Rabi Al-Awwal 1445,Wednesday,98,322
2023,5-Oct-23,20 Rabi Al-Awwal 1445,Thursday,98,325
2023,6-Oct-23,21 Rabi Al-Awwal 1445,Friday,98,333
2023,7-Oct-23,22 Rabi Al-Awwal 1445,Saturday,98,333
2023,8-Oct-23,23 Rabi Al-Awwal 1445,Sunday,98,333
2023,9-Oct-23,24 Rabi Al-Awwal 1445,Monday,98,325
2023,10-Oct-23,25 Rabi Al-Awwal 1445,Tuesday,98,322
2023,11-Oct-23,26 Rabi Al-Awwal 1445,Wednesday,98,319
2023,12-Oct-23,27 Rabi Al-Awwal 1445,Thursday,98,324
2023,13-Oct-23,28 Rabi Al-Awwal 1445,Friday,98,332
2023,14-Oct-23,29 Rabi Al-Awwal 1445,Saturday,98,322
2023,15-Oct-23,30 Rabi Al-Awwal 1445,Sunday,98,317
2023,16-Oct-23,1 Rabi Al-Thani,Monday,98,322
2023,17-Oct-23,2 Rabi Al-Thani,Tuesday,88,320
2023,18-Oct-23,3 Rabi Al-Thani,Wednesday,84,310
2023,19-Oct-23,4 Rabi Al-Thani,Thursday,80,305
2023,20-Oct-23,5 Rabi Al-Thani,Friday,74,296
2023,21-Oct-23,6 Rabi Al-Thani,Saturday,70,290
2023,22-Oct-23,7 Rabi Al-Thani,Sunday,70,290
2023,23-Oct-23,8 Rabi Al-Thani,Monday,70,290
2023,24-Oct-23,9 Rabi Al-Thani,Tuesday,70,275
2023,25-Oct-23,10 Rabi Al-Thani,Wednesday,64,265
2023,26-Oct-23,11 Rabi Al-Thani,Thursday,52,265
2023,27-Oct-23,12 Rabi Al-Thani,Friday,52,265
2023,28-Oct-23,13 Rabi Al-Thani,Saturday,56,272
2023,29-Oct-23,14 Rabi Al-Thani,Sunday,64,284
2023,30-Oct-23,15 Rabi Al-Thani,Monday,72,295
2023,31-Oct-23,16 Rabi Al-Thani,Tuesday,74,290
2023,1-Nov-23,17 Rabi Al-Thani,Wednesday,74,287
2023,2-Nov-23,18 Rabi Al-Thani,Thursday,78,290
2023,3-Nov-23,19 Rabi Al-Thani,Friday,80,300
2023,4-Nov-23,20 Rabi Al-Thani,Saturday,80,294
2023,5-Nov-23,21 Rabi Al-Thani,Sunday,81,286
2023,6-Nov-23,22 Rabi Al-Thani,Monday,82,280
2023,7-Nov-23,23 Rabi Al-Thani,Tuesday,74,284
2023,8-Nov-23,24 Rabi Al-Thani,Wednesday,74,298
2023,9-Nov-23,25 Rabi Al-Thani,Thursday,74,294
2023,10-Nov-23,26 Rabi Al-Thani,Friday,74,285
2023,11-Nov-23,27 Rabi Al-Thani,Saturday,68,285
2023,12-Nov-23,28 Rabi Al-Thani,Sunday,68,292
2023,13-Nov-23,29 Rabi Al-Thani,Monday,66,290
2023,14-Nov-23,30 Rabi Al-Thani,Tuesday,68,285
2023,15-Nov-23,1 Jumada Al-Awwal,Wednesday,70,293
2023,16-Nov-23,2 Jumada Al-Awwal,Thursday,76,305
2023,17-Nov-23,3 Jumada Al-Awwal,Friday,84,310
2023,18-Nov-23,4 Jumada Al-Awwal,Saturday,86,315
2023,19-Nov-23,5 Jumada Al-Awwal,Sunday,86,315
2023,20-Nov-23,6 Jumada Al-Awwal,Monday,88,310
2023,21-Nov-23,7 Jumada Al-Awwal,Tuesday,90,310
2023,22-Nov-23,8 Jumada Al-Awwal,Wednesday,92,313
2023,23-Nov-23,9 Jumada Al-Awwal,Thursday,94,315
2023,24-Nov-23,10 Jumada Al-Awwal,Friday,94,315
2023,25-Nov-23,11 Jumada Al-Awwal,Saturday,96,312
2023,26-Nov-23,12 Jumada Al-Awwal,Sunday,91,310
2023,27-Nov-23,13 Jumada Al-Awwal,Monday,86,310
2023,28-Nov-23,14 Jumada Al-Awwal,Tuesday,88,305
2023,29-Nov-23,15 Jumada Al-Awwal,Wednesday,88,305
2023,30-Nov-23,16 Jumada Al-Awwal,Thursday,88,300
2023,1-Dec-23,17 Jumada Al-Awwal,Friday,80,302
2023,2-Dec-23,18 Jumada Al-Awwal,Saturday,82,300
2023,3-Dec-23,19 Jumada Al-Awwal,Sunday,82,300
2023,4-Dec-23,20 Jumada Al-Awwal,Monday,82,295
2023,5-Dec-23,21 Jumada Al-Awwal,Tuesday,84,290
2023,6-Dec-23,22 Jumada Al-Awwal,Wednesday,76,290
2023,7-Dec-23,23 Jumada Al-Awwal,Thursday,76,290
2023,8-Dec-23,24 Jumada Al-Awwal,Friday,76,290
2023,9-Dec-23,25 Jumada Al-Awwal,Saturday,76,290
2023,10-Dec-23,26 Jumada Al-Awwal,Sunday,76,290
2023,11-Dec-23,27 Jumada Al-Awwal,Monday,76,285
2023,12-Dec-23,28 Jumada Al-Awwal,Tuesday,76,280
2023,13-Dec-23,29 Jumada Al-Awwal,Wednesday,66,287
2023,14-Dec-23,1 Jumada Al-Thani,Thursday,72,285
2023,15-Dec-23,2 Jumada Al-Thani,Friday,74,290
2023,16-Dec-23,3 Jumada Al-Thani,Saturday,74,290
2023,17-Dec-23,4 Jumada Al-Thani,Sunday,74,285
2023,18-Dec-23,5 Jumada Al-Thani,Monday,74,282
2023,19-Dec-23,6 Jumada Al-Thani,Tuesday,76,276
2023,20-Dec-23,7 Jumada Al-Thani,Wednesday,76,280
2023,21-Dec-23,8 Jumada Al-Thani,Thursday,78,283
2023,22-Dec-23,9 Jumada Al-Thani,Friday,80,283
2023,23-Dec-23,10 Jumada Al-Thani,Saturday,80,283
2023,24-Dec-23,11 Jumada Al-Thani,Sunday,80,283
2023,25-Dec-23,12 Jumada Al-Thani,Monday,80,284
2023,26-Dec-23,13 Jumada Al-Thani,Tuesday,80,284
2023,27-Dec-23,14 Jumada Al-Thani,Wednesday,80,290
2023,28-Dec-23,15 Jumada Al-Thani,Thursday,82,320
2023,29-Dec-23,16 Jumada Al-Thani,Friday,82,335
2023,30-Dec-23,17 Jumada Al-Thani,Saturday,82,335
2023,31-Dec-23,18 Jumada Al-Thani,Sunday,85,335
2024,1-Jan-24,19 Jumada Al-Thani,Monday,88,350
2024,2-Jan-24,20 Jumada Al-Thani,Tuesday,92,350
2024,3-Jan-24,21 Jumada Al-Thani,Wednesday,94,355
2024,4-Jan-24,22 Jumada Al-Thani,Thursday,102,355
2024,5-Jan-24,23 Jumada Al-Thani,Friday,106,375
2024,6-Jan-24,24 Jumada Al-Thani,Saturday,108,375
2024,7-Jan-24,25 Jumada Al-Thani,Sunday,108,380
2024,8-Jan-24,26 Jumada Al-Thani,Monday,110,380
2024,9-Jan-24,27 Jumada Al-Thani,Tuesday,110,365
2024,10-Jan-24,28 Jumada Al-Thani,Wednesday,112,365
2024,11-Jan-24,29 Jumada Al-Thani,Thursday,116,385
2024,12-Jan-24,30 Jumada Al-Thani,Friday,120,390
2024,13-Jan-24,1 Rajab 1445,Saturday,122,390
2024,14-Jan-24,2 Rajab 1445,Sunday,124,390
2024,15-Jan-24,3 Rajab 1445,Monday,126,400
2024,16-Jan-24,4 Rajab 1445,Tuesday,130,420
2024,17-Jan-24,5 Rajab 1445,Wednesday,130,420
2024,18-Jan-24,6 Rajab 1445,Thursday,132,400
2024,19-Jan-24,7 Rajab 1445,Friday,132,395
2024,20-Jan-24,8 Rajab 1445,Saturday,132,400
2024,21-Jan-24,9 Rajab 1445,Sunday,132,400
2024,22-Jan-24,10 Rajab 1445,Monday,132,390
2024,23-Jan-24,11 Rajab 1445,Tuesday,134,385
2024,24-Jan-24,12 Rajab 1445,Wednesday,136,395
2024,25-Jan-24,13 Rajab 1445,Thursday,142,405
2024,26-Jan-24,14 Rajab 1445,Friday,142,410
2024,27-Jan-24,15 Rajab 1445,Saturday,142,410
2024,28-Jan-24,16 Rajab 1445,Sunday,144,410
2024,29-Jan-24,17 Rajab 1445,Monday,146,410
2024,30-Jan-24,18 Rajab 1445,Tuesday,146,410
2024,31-Jan-24,19 Rajab 1445,Wednesday,146,410
2024,1-Feb-24,20 Rajab 1445,Thursday,146,403
2024,2-Feb-24,21 Rajab 1445,Friday,146,400
2024,3-Feb-24,22 Rajab 1445,Saturday,146,395
2024,4-Feb-24,23 Rajab 1445,Sunday,146,405
2024,5-Feb-24,24 Rajab 1445,Monday,146,405
2024,6-Feb-24,25 Rajab 1445,Tuesday,146,405
2024,7-Feb-24,26 Rajab 1445,Wednesday,146,400
2024,8-Feb-24,27 Rajab 1445,Thursday,146,395
2024,9-Feb-24,28 Rajab 1445,Friday,126,395
2024,10-Feb-24,29 Rajab 1445,Saturday,126,400
2024,11-Feb-24,1 Shaban 1445,Sunday,126,400
2024,12-Feb-24,2 Shaban 1445,Monday,126,385
2024,13-Feb-24,3 Shaban 1445,Tuesday,128,380
2024,14-Feb-24,4 Shaban 1445,Wednesday,132,380
2024,15-Feb-24,5 Shaban 1445,Thursday,142,385
2024,16-Feb-24,6 Shaban 1445,Friday,152,390
2024,17-Feb-24,7 Shaban 1445,Saturday,156,385
2024,18-Feb-24,8 Shaban 1445,Sunday,159,385
2024,19-Feb-24,9 Shaban 1445,Monday,162,380
2024,20-Feb-24,10 Shaban 1445,Tuesday,162,380
2024,21-Feb-24,11 Shaban 1445,Wednesday,164,385
2024,22-Feb-24,12 Shaban 1445,Thursday,170,390
2024,23-Feb-24,13 Shaban 1445,Friday,172,395
2024,24-Feb-24,14 Shaban 1445,Saturday,174,395
2024,25-Feb-24,15 Shaban 1445,Sunday,174,395
2024,26-Feb-24,16 Shaban 1445,Monday,174,400
2024,27-Feb-24,17 Shaban 1445,Tuesday,176,400
2024,28-Feb-24,18 Shaban 1445,Wednesday,176,400
2024,29-Feb-24,19 Shaban 1445,Thursday,176,400
2024,1-Mar-24,20 Shaban 1445,Friday,176,390
2024,2-Mar-24,21 Shaban 1445,Saturday,176,380
2024,3-Mar-24,22 Shaban 1445,Sunday,169,370
2024,4-Mar-24,23 Shaban 1445,Monday,162,370
2024,5-Mar-24,24 Shaban 1445,Tuesday,152,370
2024,6-Mar-24,25 Shaban 1445,Wednesday,134,370
2024,7-Mar-24,26 Shaban 1445,Thursday,138,365
2024,8-Mar-24,27 Shaban 1445,Friday,140,370
2024,9-Mar-24,28 Shaban 1445,Saturday,142,370
2024,10-Mar-24,29 Shaban 1445,Sunday,146,370
2024,11-Mar-24,1 Ramadan 1445,Monday,150,370
2024,12-Mar-24,2 Ramadan 1445,Tuesday,152,375
2024,13-Mar-24,3 Ramadan 1445,Wednesday,152,375
2024,14-Mar-24,4 Ramadan 1445,Thursday,152,375
2024,15-Mar-24,5 Ramadan 1445,Friday,152,370
2024,16-Mar-24,6 Ramadan 1445,Saturday,152,375
2024,17-Mar-24,7 Ramadan 1445,Sunday,152,380
2024,18-Mar-24,8 Ramadan 1445,Monday,152,390
2024,19-Mar-24,9 Ramadan 1445,Tuesday,166,390
2024,20-Mar-24,10 Ramadan 1445,Wednesday,166,380
2024,21-Mar-24,11 Ramadan 1445,Thursday,172,380
2024,22-Mar-24,12 Ramadan 1445,Friday,172,380
2024,23-Mar-24,13 Ramadan 1445,Saturday,172,385
2024,24-Mar-24,14 Ramadan 1445,Sunday,176,390
2024,25-Mar-24,15 Ramadan 1445,Monday,182,390
2024,26-Mar-24,16 Ramadan 1445,Tuesday,182,390
2024,27-Mar-24,17 Ramadan 1445,Wednesday,182,400
2024,28-Mar-24,18 Ramadan 1445,Thursday,202,400
2024,29-Mar-24,19 Ramadan 1445,Friday,202,405
2024,30-Mar-24,20 Ramadan 1445,Saturday,202,410
2024,31-Mar-24,21 Ramadan 1445,Sunday,202,415
2024,1-Apr-24,22 Ramadan 1445,Monday,202,418
2024,2-Apr-24,23 Ramadan 1445,Tuesday,202,418
2024,3-Apr-24,24 Ramadan 1445,Wednesday,202,415
2024,4-Apr-24,25 Ramadan 1445,Thursday,202,410
2024,5-Apr-24,26 Ramadan 1445,Friday,202,405
2024,6-Apr-24,27 Ramadan 1445,Saturday,202,410
2024,7-Apr-24,28 Ramadan 1445,Sunday,202,435
2024,8-Apr-24,29 Ramadan 1445,Monday,202,435
2024,9-Apr-24,30 Ramadan 1445,Tuesday,202,435
2024,10-Apr-24,1 Shawwal 1445,Wednesday,202,442
2024,11-Apr-24,2 Shawwal 1445,Thursday,202,450
2024,12-Apr-24,3 Shawwal 1445,Friday,202,460
2024,13-Apr-24,4 Shawwal 1445,Saturday,202,460
2024,14-Apr-24,5 Shawwal 1445,Sunday,212,480
2024,15-Apr-24,6 Shawwal 1445,Monday,222,480
2024,16-Apr-24,7 Shawwal 1445,Tuesday,222,475
2024,17-Apr-24,8 Shawwal 1445,Wednesday,222,475
2024,18-Apr-24,9 Shawwal 1445,Thursday,222,475
2024,19-Apr-24,10 Shawwal 1445,Friday,222,470
2024,20-Apr-24,11 Shawwal 1445,Saturday,222,470
2024,21-Apr-24,12 Shawwal 1445,Sunday,222,460
2024,22-Apr-24,13 Shawwal 1445,Monday,222,445
2024,23-Apr-24,14 Shawwal 1445,Tuesday,202,425
2024,24-Apr-24,15 Shawwal 1445,Wednesday,202,400
2024,25-Apr-24,16 Shawwal 1445,Thursday,202,395
2024,26-Apr-24,17 Shawwal 1445,Friday,202,400
2024,27-Apr-24,18 Shawwal 1445,Saturday,222,400
2024,28-Apr-24,19 Shawwal 1445,Sunday,222,395
2024,29-Apr-24,20 Shawwal 1445,Monday,222,380
2024,30-Apr-24,21 Shawwal 1445,Tuesday,222,365
2024,1-May-24,22 Shawwal 1445,Wednesday,222,360
2024,2-May-24,23 Shawwal 1445,Thursday,222,360
2024,3-May-24,24 Shawwal 1445,Friday,202,370
2024,4-May-24,25 Shawwal 1445,Saturday,202,360
2024,5-May-24,26 Shawwal 1445,Sunday,189,350
2024,6-May-24,27 Shawwal 1445,Monday,176,350
2024,7-May-24,28 Shawwal 1445,Tuesday,122,320
2024,8-May-24,29 Shawwal 1445,Wednesday,82,290
2024,9-May-24,1 Dhul Qadah 1445,Thursday,102,280
2024,10-May-24,2 Dhul Qadah 1445,Friday,102,290
2024,11-May-24,3 Dhul Qadah 1445,Saturday,102,290
2024,12-May-24,4 Dhul Qadah 1445,Sunday,102,280
2024,13-May-24,5 Dhul Qadah 1445,Monday,102,260
2024,14-May-24,6 Dhul Qadah 1445,Tuesday,82,260
2024,15-May-24,7 Dhul Qadah 1445,Wednesday,86,285
2024,16-May-24,8 Dhul Qadah 1445,Thursday,102,290
2024,17-May-24,9 Dhul Qadah 1445,Friday,102,290
2024,18-May-24,10 Dhul Qadah 1445,Saturday,102,275
2024,19-May-24,11 Dhul Qadah 1445,Sunday,96,270
2024,20-May-24,12 Dhul Qadah 1445,Monday,92,290
2024,21-May-24,13 Dhul Qadah 1445,Tuesday,92,300
2024,22-May-24,14 Dhul Qadah 1445,Wednesday,92,300
2024,23-May-24,15 Dhul Qadah 1445,Thursday,86,270
2024,24-May-24,16 Dhul Qadah 1445,Friday,72,255
2024,25-May-24,17 Dhul Qadah 1445,Saturday,56,255
2024,26-May-24,18 Dhul Qadah 1445,Sunday,62,265
2024,27-May-24,19 Dhul Qadah 1445,Monday,66,270
2024,28-May-24,20 Dhul Qadah 1445,Tuesday,72,275
2024,29-May-24,21 Dhul Qadah 1445,Wednesday,72,280
2024,30-May-24,22 Dhul Qadah 1445,Thursday,72,265
2024,31-May-24,23 Dhul Qadah 1445,Friday,72,260
2024,1-Jun-24,24 Dhul Qadah 1445,Saturday,72,250
2024,2-Jun-24,25 Dhul Qadah 1445,Sunday,72,250
2024,3-Jun-24,26 Dhul Qadah 1445,Monday,72,270
2024,4-Jun-24,27 Dhul Qadah 1445,Tuesday,72,275
2024,5-Jun-24,28 Dhul Qadah 1445,Wednesday,72,275
2024,6-Jun-24,29 Dhul Qadah 1445,Thursday,72,275
2024,7-Jun-24,1 Dhul Hijjah 1445,Friday,72,275
2024,8-Jun-24,2 Dhul Hijjah 1445,Saturday,72,280
2024,9-Jun-24,3 Dhul Hijjah 1445,Sunday,76,250
2024,10-Jun-24,4 Dhul Hijjah 1445,Monday,82,325
2024,11-Jun-24,5 Dhul Hijjah 1445,Tuesday,102,330
2024,12-Jun-24,6 Dhul Hijjah 1445,Wednesday,102,330
2024,13-Jun-24,7 Dhul Hijjah 1445,Thursday,102,310
2024,14-Jun-24,8 Dhul Hijjah 1445,Friday,102,300
2024,15-Jun-24,9 Dhul Hijjah 1445,Saturday,72,280
2024,16-Jun-24,10 Dhul Hijjah 1445,Sunday,86,310
2024,17-Jun-24,11 Dhul Hijjah 1445,Monday,102,310
2024,18-Jun-24,12 Dhul Hijjah 1445,Tuesday,102,310
2024,19-Jun-24,13 Dhul Hijjah 1445,Wednesday,102,310
2024,20-Jun-24,14 Dhul Hijjah 1445,Thursday,102,300
2024,21-Jun-24,15 Dhul Hijjah 1445,Friday,102,300
2024,22-Jun-24,16 Dhul Hijjah 1445,Saturday,86,280
2024,23-Jun-24,17 Dhul Hijjah 1445,Sunday,79,260
2024,24-Jun-24,18 Dhul Hijjah 1445,Monday,72,270
2024,25-Jun-24,19 Dhul Hijjah 1445,Tuesday,62,275
2024,26-Jun-24,20 Dhul Hijjah 1445,Wednesday,62,270
2024,27-Jun-24,21 Dhul Hijjah 1445,Thursday,66,260
2024,28-Jun-24,22 Dhul Hijjah 1445,Friday,66,265
2024,29-Jun-24,23 Dhul Hijjah 1445,Saturday,68,265
2024,30-Jun-24,24 Dhul Hijjah 1445,Sunday,69,265
2024,1-Jul-24,25 Dhul Hijjah 1445,Monday,70,265
2024,2-Jul-24,26 Dhul Hijjah 1445,Tuesday,70,265
2024,3-Jul-24,27 Dhul Hijjah 1445,Wednesday,72,265
2024,4-Jul-24,28 Dhul Hijjah 1445,Thursday,72,265
2024,5-Jul-24,29 Dhul Hijjah 1445,Friday,72,268
2024,6-Jul-24,30 Dhul Hijjah 1445,Saturday,62,270
2024,7-Jul-24,1 Muharram 1446,Sunday,72,280
2024,8-Jul-24,2 Muharram 1446,Monday,82,320
2024,9-Jul-24,3 Muharram 1446,Tuesday,96,320
2024,10-Jul-24,4 Muharram 1446,Wednesday,98,320
2024,11-Jul-24,5 Muharram 1446,Thursday,102,320
2024,12-Jul-24,6 Muharram 1446,Friday,102,320
2024,13-Jul-24,7 Muharram 1446,Saturday,102,330
2024,14-Jul-24,8 Muharram 1446,Sunday,102,340
2024,15-Jul-24,9 Muharram 1446,Monday,102,365
2024,16-Jul-24,10 Muharram 1446,Tuesday,102,365
2024,17-Jul-24,11 Muharram 1446,Wednesday,106,365
2024,18-Jul-24,12 Muharram 1446,Thursday,112,365
2024,19-Jul-24,13 Muharram 1446,Friday,120,360
2024,20-Jul-24,14 Muharram 1446,Saturday,142,385
2024,21-Jul-24,15 Muharram 1446,Sunday,106,400
2024,22-Jul-24,16 Muharram 1446,Monday,70,405
2024,23-Jul-24,17 Muharram 1446,Tuesday,70,385
2024,24-Jul-24,18 Muharram 1446,Wednesday,72,360
2024,25-Jul-24,19 Muharram 1446,Thursday,142,360
2024,26-Jul-24,20 Muharram 1446,Friday,72,370
2024,27-Jul-24,21 Muharram 1446,Saturday,62,380
2024,28-Jul-24,22 Muharram 1446,Sunday,114,380
2024,29-Jul-24,23 Muharram 1446,Monday,166,380
2024,30-Jul-24,24 Muharram 1446,Tuesday,182,405
2024,31-Jul-24,25 Muharram 1446,Wednesday,182,425
2024,1-Aug-24,26 Muharram 1446,Thursday,182,410
2024,2-Aug-24,27 Muharram 1446,Friday,182,400
2024,3-Aug-24,28 Muharram 1446,Saturday,182,400
2024,4-Aug-24,29 Muharram 1446,Sunday,176,420
2024,5-Aug-24,1 Safar 1446,Monday,172,410
2024,6-Aug-24,2 Safar 1446,Tuesday,172,400
2024,7-Aug-24,3 Safar 1446,Wednesday,172,405
2024,8-Aug-24,4 Safar 1446,Thursday,172,405
2024,9-Aug-24,5 Safar 1446,Friday,172,405
2024,10-Aug-24,6 Safar 1446,Saturday,172,405
2024,11-Aug-24,7 Safar 1446,Sunday,172,405
2024,12-Aug-24,8 Safar 1446,Monday,172,400
2024,13-Aug-24,9 Safar 1446,Tuesday,172,395
2024,14-Aug-24,10 Safar 1446,Wednesday,172,390
2024,15-Aug-24,11 Safar 1446,Thursday,172,390
2024,16-Aug-24,12 Safar 1446,Friday,172,390
2024,17-Aug-24,13 Safar 1446,Saturday,172,395
2024,18-Aug-24,14 Safar 1446,Sunday,172,400
2024,19-Aug-24,15 Safar 1446,Monday,172,400
2024,20-Aug-24,16 Safar 1446,Tuesday,172,400
2024,21-Aug-24,17 Safar 1446,Wednesday,172,395
2024,22-Aug-24,18 Safar 1446,Thursday,172,390
2024,23-Aug-24,19 Safar 1446,Friday,172,380
2024,24-Aug-24,20 Safar 1446,Saturday,172,375
2024,25-Aug-24,21 Safar 1446,Sunday,172,365
2024,26-Aug-24,22 Safar 1446,Monday,172,365
2024,27-Aug-24,23 Safar 1446,Tuesday,152,368
2024,28-Aug-24,24 Safar 1446,Wednesday,152,368
2024,29-Aug-24,25 Safar 1446,Thursday,162,375
2024,30-Aug-24,26 Safar 1446,Friday,162,375
2024,31-Aug-24,27 Safar 1446,Saturday,162,365
2024,1-Sep-24,28 Safar 1446,Sunday,162,365
2024,2-Sep-24,29 Safar 1446,Monday,162,370
2024,3-Sep-24,30 Safar 1446,Tuesday,162,370
2024,4-Sep-24,1 Rabi Al-Awwal 1446,Wednesday,162,365
2024,5-Sep-24,2 Rabi Al-Awwal 1446,Thursday,162,365
2024,6-Sep-24,3 Rabi Al-Awwal 1446,Friday,162,375
2024,7-Sep-24,4 Rabi Al-Awwal 1446,Saturday,162,385
2024,8-Sep-24,5 Rabi Al-Awwal 1446,Sunday,166,385
2024,9-Sep-24,6 Rabi Al-Awwal 1446,Monday,172,385
2024,10-Sep-24,7 Rabi Al-Awwal 1446,Tuesday,172,385
2024,11-Sep-24,8 Rabi Al-Awwal 1446,Wednesday,172,385
2024,12-Sep-24,9 Rabi Al-Awwal 1446,Thursday,172,385
2024,13-Sep-24,10 Rabi Al-Awwal 1446,Friday,176,385
2024,14-Sep-24,11 Rabi Al-Awwal 1446,Saturday,176,385
2024,15-Sep-24,12 Rabi Al-Awwal 1446,Sunday,189,385
2024,16-Sep-24,13 Rabi Al-Awwal 1446,Monday,202,390
2024,17-Sep-24,14 Rabi Al-Awwal 1446,Tuesday,202,395
2024,18-Sep-24,15 Rabi Al-Awwal 1446,Wednesday,202,395
2024,19-Sep-24,16 Rabi Al-Awwal 1446,Thursday,202,390
2024,20-Sep-24,17 Rabi Al-Awwal 1446,Friday,202,400
2024,21-Sep-24,18 Rabi Al-Awwal 1446,Saturday,202,415
2024,22-Sep-24,19 Rabi Al-Awwal 1446,Sunday,202,415
2024,23-Sep-24,20 Rabi Al-Awwal 1446,Monday,202,415
2024,24-Sep-24,21 Rabi Al-Awwal 1446,Tuesday,202,415
2024,25-Sep-24,22 Rabi Al-Awwal 1446,Wednesday,202,415
2024,26-Sep-24,23 Rabi Al-Awwal 1446,Thursday,202,405
2024,27-Sep-24,24 Rabi Al-Awwal 1446,Friday,202,405
2024,28-Sep-24,25 Rabi Al-Awwal 1446,Saturday,202,405
2024,29-Sep-24,26 Rabi Al-Awwal 1446,Sunday,202,420
2024,30-Sep-24,27 Rabi Al-Awwal 1446,Monday,202,420
2024,1-Oct-24,28 Rabi Al-Awwal 1446,Tuesday,202,420
2024,2-Oct-24,29 Rabi Al-Awwal 1446,Wednesday,202,420
2024,3-Oct-24,30 Rabi Al-Awwal 1446,Thursday,202,420
2024,4-Oct-24,1 Rabi Al-Thani,Friday,202,420
2024,5-Oct-24,2 Rabi Al-Thani,Saturday,202,415
2024,6-Oct-24,3 Rabi Al-Thani,Sunday,202,415
2024,7-Oct-24,4 Rabi Al-Thani,Monday,202,405
2024,8-Oct-24,5 Rabi Al-Thani,Tuesday,202,400
2024,9-Oct-24,6 Rabi Al-Thani,Wednesday,202,400
2024,10-Oct-24,7 Rabi Al-Thani,Thursday,202,405
2024,11-Oct-24,8 Rabi Al-Thani,Friday,202,415
2024,12-Oct-24,9 Rabi Al-Thani,Saturday,202,410
2024,13-Oct-24,10 Rabi Al-Thani,Sunday,202,400
2024,14-Oct-24,11 Rabi Al-Thani,Monday,202,405
2024,15-Oct-24,12 Rabi Al-Thani,Tuesday,202,405
2024,16-Oct-24,13 Rabi Al-Thani,Wednesday,202,410
2024,17-Oct-24,14 Rabi Al-Thani,Thursday,202,410
2024,18-Oct-24,15 Rabi Al-Thani,Friday,202,410
2024,19-Oct-24,16 Rabi Al-Thani,Saturday,202,410
2024,20-Oct-24,17 Rabi Al-Thani,Sunday,202,405
2024,21-Oct-24,18 Rabi Al-Thani,Monday,202,400
2024,22-Oct-24,19 Rabi Al-Thani,Tuesday,202,395
2024,23-Oct-24,20 Rabi Al-Thani,Wednesday,202,385
2024,24-Oct-24,21 Rabi Al-Thani,Thursday,202,380
2024,25-Oct-24,22 Rabi Al-Thani,Friday,202,375
2024,26-Oct-24,23 Rabi Al-Thani,Saturday,202,360
2024,27-Oct-24,24 Rabi Al-Thani,Sunday,202,360
2024,28-Oct-24,25 Rabi Al-Thani,Monday,202,365
2024,29-Oct-24,26 Rabi Al-Thani,Tuesday,172,360
2024,30-Oct-24,27 Rabi Al-Thani,Wednesday,152,350
2024,31-Oct-24,28 Rabi Al-Thani,Thursday,136,340
2024,1-Nov-24,29 Rabi Al-Thani,Friday,136,325
2024,2-Nov-24,30 Rabi Al-Thani,Saturday,146,335
2024,3-Nov-24,1 Jumada Al-Awwal,Sunday,154,340
2024,4-Nov-24,2 Jumada Al-Awwal,Monday,162,340
2024,5-Nov-24,3 Jumada Al-Awwal,Tuesday,162,330
2024,6-Nov-24,4 Jumada Al-Awwal,Wednesday,162,335
2024,7-Nov-24,5 Jumada Al-Awwal,Thursday,166,335
2024,8-Nov-24,6 Jumada Al-Awwal,Friday,172,335
2024,9-Nov-24,7 Jumada Al-Awwal,Saturday,172,340
2024,10-Nov-24,8 Jumada Al-Awwal,Sunday,172,340
2024,11-Nov-24,9 Jumada Al-Awwal,Monday,172,325
2024,12-Nov-24,10 Jumada Al-Awwal,Tuesday,152,320
2024,13-Nov-24,11 Jumada Al-Awwal,Wednesday,156,325
2024,14-Nov-24,12 Jumada Al-Awwal,Thursday,156,330
2024,15-Nov-24,13 Jumada Al-Awwal,Friday,156,330
2024,16-Nov-24,14 Jumada Al-Awwal,Saturday,146,320
2024,17-Nov-24,15 Jumada Al-Awwal,Sunday,146,320
2024,18-Nov-24,16 Jumada Al-Awwal,Monday,146,320
2024,19-Nov-24,17 Jumada Al-Awwal,Tuesday,146,320
2024,20-Nov-24,18 Jumada Al-Awwal,Wednesday,146,325
2024,21-Nov-24,19 Jumada Al-Awwal,Thursday,146,325
2024,22-Nov-24,20 Jumada Al-Awwal,Friday,146,325
2024,23-Nov-24,21 Jumada Al-Awwal,Saturday,146,320
